Tweets,Subjectivity,Polarity,Analysis
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing ,0.1,0.0,Neutral
"So, I heard that Twitter has banned the star of David for profile pictures. This is for you  .",0.0,0.0,Neutral
  That's not what they said.  said \it's MY ball and I'll take it and go home IF I ,0.0,0.0,Neutral
 boots  censoring this so heavily you can't even comment. ,0.5,-0.2,Negative
 Probably   salary,0.0,0.0,Neutral
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say  FoxNews",0.5,0.0625,Positive
"So as retribution, _Jordan is calling  on the carpet.\n",0.0,0.0,Neutral
_Post _Rachel_ Wtf I LOVE   now!,0.8,0.0625,Positive
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday ,0.0,0.0,Neutral
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday 106627711,0.0,0.0,Neutral
Twitter launches a drone strike on Q-anon.   will end up it's biggest casualty. - Vox Deplorables ,0.0,0.0,Neutral
Twitter CEO   Invited To Testify In Congressional Big Tech ,0.1,0.0,Neutral
 So   is god ,0.0,0.0,Neutral
DORSEY'S IN THERE RIGHT ALONG WITH THEM SO IS STEVE JOBS MICHAEL DELL OH YEAH MICHAEL DELL TOO NO ONE WITH POWER AN ,0.5357142857142857,0.2857142857142857,Positive
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing  politics ,0.1,0.0,Neutral
"Top tech CEOs to testify for House Judiciary Committee on Monday Alphabet's Sundar Pichai, Twitter's  , F ",0.5,0.5,Positive
" Romans 828\n\nAnd we know that in all things God works for the good of those who love him, who have be ",0.6000000000000001,0.6,Positive
Q Will Be Here When  Is Pushing Up Daisies!!  Has The 'Little Man' Syndrome &amp; Can Be Put In A Very Small ,0.51,-0.25625,Negative
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday ,0.0,0.0,Neutral
NEW LINK Republicans want Twitter CEO   to testify at House antitrust hearing on Monday ,0.45454545454545453,0.13636363636363635,Positive
Republicans Call on   to Testify During Monday Antitrust Hearing ,0.0,0.0,Neutral
 With the full support of  . Look no further than Twitter banning QAnon but leaving all the Antifa accounts,0.525,0.175,Positive
Twitter Bans QAnon Accounts Smart move by  . ,0.6428571428571429,0.21428571428571427,Positive
 _Jordan The CEO of Twitter ( ) does not need to meet with Republicans like Jordan just ,0.0,0.0,Neutral
Twitter Declares War on Ex-Muslims (  vs. Apostate Prophet)  via ,0.0,0.0,Neutral
Someone needs to ask him why porn and pedophilia are allowed on Twitter but not Q.\n\n,0.0,0.0,Neutral
"Correct. The scam is up.\n\nThe GOP is fine with monopolies like Google, they'll just give the people bread and circu ",0.5,0.4166666666666667,Positive
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday...CNBC Tech ,0.0,0.0,Neutral
"Twitter Is Garbage, Run by Fascists (  &amp; Vijaya Gadde)  via  \n\nIslam Promo ",0.0,0.0,Neutral
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing \n\nREAD MORE  ,0.3,0.25,Positive
Pretty much all you need to know about  . ,0.6,0.225,Positive
The top Republican on the House Judiciary Committee wants to invite Twitter's   to an antitrust hearing n ,0.3,0.35,Positive
 Not When  Dorky Dork Dorkleschnorf  is on the side of our enemy!,0.0,0.0,Neutral
Handcuff . \n\nHe only hires 4% black. His company is total MISMANAGEMENT.\n\n,0.7277777777777779,-0.05555555555555555,Negative
      could be one of them or someone very power ,0.3,0.2,Positive
Seems   has some explaining to do. ,0.0,0.0,Neutral
House Republicans call on Twitter CEO   to testify at Monday's antitrust hearing featuring CEOs of Amazon ,0.0,0.0,Neutral
"HumblyHustlingTips\nThe greatest lesson that I learned in all of this is that you have to start. Start now, start h ",1.0,1.0,Positive
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing   AAG AAG2020,0.1,0.0,Neutral
The top Republican on the House Judiciary Committee wants to invite Twitter's   to an antitrust hearing n ,0.3,0.35,Positive
House Republicans Want Twitter CEO   to Testify Following Massive Hack House Republicans Want Twitter CEO ,0.55,0.0,Neutral
Twitter CEO   Invited To Testify In Congressional Big Tech Hearing ,0.1,0.0,Neutral
I followed the government people's in America with  twitter was under  twitter and not all of t ,0.0,0.0,Neutral
Republicans want Twitter CEO _ to testify at House antitrust hearing on Monday\n\n,0.0,0.0,Neutral
Beautiful! We need more of this!\n\nTwitter CEO   Invited To Testify In Congressional Big Tech Hearing\n\n,0.5333333333333333,0.5,Positive
Twitter's vile   has so far refused to testify at the House's hearings on 27 July. ,1.0,0.1,Positive
House Republicans call on Twitter CEO   to testify at Monday's antitrust hearing featuring CEOs of Amazon ,0.0,0.0,Neutral
House Republicans call on Twitter CEO   to testify at Monday's antitrust hearing featuring CEOs of Amazon ,0.0,0.0,Neutral
I guess it could not last longer than a whole 5 days.... is under ban again. also we have discovere ,0.23333333333333334,0.1,Positive
  NEWS Ohio Rep. Jim Jordan calls on Twitter CEO   to testify at upcoming July 27 Big Tech hearing. T ,0.1,0.0,Neutral
_Jordan Subpoena   and this time let independent journalist Laura Loomer have a crack at him. \nPut he ,0.125,0.0,Neutral
House Republicans call on Twitter CEO   to testify at Monday's antitrust hearing featuring CEOs of Amazon ,0.0,0.0,Neutral
  ,0.0,0.0,Neutral
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday ,0.0,0.0,Neutral
"Trump has the FBI pointing all their guns at  's house right now, Q stays winning despite this supposed \ ",0.6428571428571428,0.39285714285714285,Positive
"Rep. Jim Jordan wants Twitter to join Google, Amazon, Apple, and Facebook in a hearing about their actions  ",0.1,0.2,Positive
Hack Reveals Twitter Shadowban - Did   Lie To Congress?\n\n BlueWave UnhackTheVote FlipSenate ,0.0,0.0,Neutral
Republicans want Twitter CEO   to testify at House antitrust hearing on Monday ,0.0,0.0,Neutral
House Republicans want Twitter chief   to testify at tech \n\nREAD MORE  ,0.5,0.5,Positive
A possible late addition to Monday's hearing Twitter CEO  . ,0.8,-0.15,Negative
  what I do u that every four days u Dey suspend my account ,0.0,0.0,Neutral
"Opinion | I fully endorse Twitter's position of banning accounts using the Star of David symbol of hate, as without ",0.9,-0.8,Negative
BREAKING - GOP Judiciary Ranking Member _Jordan calls on Twitter CEO   to testify at the upcoming Big ,0.1,0.0,Neutral
"Because   is a pawn in the globalists media empire, he could stand up for the country where he lived and ",0.0,0.0,Neutral
BREAKING  Ranking Member _Jordan calls on Twitter CEO   to testify at the upcoming Big ,0.1,0.0,Neutral
Evidently   is too busy deleting the accounts of patriots Richard. He doesn't have time to attend to inco ,0.275,0.175,Positive
"   We do need to fight back, and we need to start soon.   has been ",0.0,0.0,Neutral
$TWTR Republicans on the U.S. House Judiciary Committee said Wednesday they want Twitter chief executive  Dorse ,0.0,0.0,Neutral
"Billionaire Republican buys major Twitter stake, may oust CEO amid GOP concerns of bias, reports say | Fox News ",0.5,0.0625,Positive
House Republicans Want Twitter CEO   to Testify Following Massive Hack House Republicans Want Twitter CEO ,0.55,0.0,Neutral
"Hold on  , people are allowed...ALLOWED to talk about their sexual desires towards children?Is that right ",0.6845238095238095,0.39285714285714285,Positive
GOP members of the US House Judiciary Committee want $TWTR Twitter's   to testify on the hacking scan ,0.0,0.0,Neutral
  banning truther accounts and Zuckerberg banning truther hashtags but not worse topics should tell you all you need to know.,0.6,0.2,Positive
Twitter   ,0.0,0.0,Neutral
House Republicans want Twitter CEO   to testify following massive hack ,0.55,0.0,Neutral
House Republicans want Twitter chief   to testify at tech hearing ,0.0,0.0,Neutral
House Republicans want Twitter chief   to testify at tech hearing ,0.0,0.0,Neutral
     is eccentric but he hasn't revealed himself to be problematic at this point. ,0.5,0.0,Neutral
 You wonder why your stock is down 30% in the last six months and yet you still throw ad cash over to Socialist ,0.17777777777777778,-0.07777777777777779,Negative
   is a communist silencing us for his Progressive agenda.,0.0,0.0,Neutral
_ir   is the USA's version of Soleimani. Please don't take him from us.,0.0,0.0,Neutral
   Yellow journalism and the yellow press developed by Randolph Hearts and Josheph Pu ,0.09999999999999999,0.03333333333333333,Positive
 What exactly are you trying to say here. Do you think   or Mark Zuckerberg or whoever is dire ,0.25,0.25,Positive
  sent a ziploc of his hair to Azealia Banks to protect him from white genocide,0.0,0.0,Neutral
House Republicans Want Twitter CEO   to Testify Following Massive Hack\n\n,0.55,0.0,Neutral
House Republicans Want Twitter CEO   to Testify Following Massive Hack\n\n,0.55,0.0,Neutral
"Um  ,\n\nPatriots win in the end  ",0.4,0.8,Positive
Ranking member Jim Jordan asks Chairman Jerrold Nadler to call  Twitter CEO   for testimony at Tech heari ,0.0,0.0,Neutral
US House Republicans Twitter chief executive   to appear at hearing next week of major technology co ,0.25,0.03125,Positive
" _ir   JACK DORSEY is a stooge, squirming amongst other communist subor ",0.375,-0.125,Negative
  to testify at upcoming BigTech hearing. ,0.0,0.0,Neutral
URGENT | House Republicans want Twitter CEO   to testify following massive hack  ,0.55,0.0,Neutral
" _17 Not sure what   has to do with any of this.... but according to Gizmodo, his acc ",0.8888888888888888,-0.25,Negative
 _Jordan      \To date you have declined ,0.0,0.0,Neutral
" Yes. That's about it.   has already made it pretty clear he's not going to do anything about them, so...",0.6916666666666667,0.17500000000000002,Positive
"    Unfortunately, there are too many who are happy to just ",0.8333333333333334,0.26666666666666666,Positive
Will Mr.  accept _Jordan kind invitation to join  on Monday? RSVP ... I mean tick tock...,0.79375,0.14375,Positive
The deep dates and twitter are in a panic right now they completely blocked anything related to Q.   you ,0.43392857142857144,0.09642857142857142,Positive
  gets an email notification that goes to a \should we charge\ filter every time someone tweets \how is this website free\,0.0,0.0,Neutral
 Y big mad they been showing light on you pedo freaks no surprise y want to censor their cont ,0.6,-0.075,Negative
" You need to ask the Chief Executive Turd at Twatter, Jamal . The totalitarian ideology and ",0.0,0.0,Neutral
"  to testify. Ya think suspending 150,000 has anything to do with this? ",0.0,0.0,Neutral
"Wow   of Twitter must be a billionaire getting paid by so many people the Democrats ,China ,Iran ,who els ",0.75,0.3,Positive
HOUSE REPUBLICANS INVITE TWITTER CEO JACK DORSEY TO TESTIFY AT NEXT WEEK'S TECH CEO HEARING -- LETTER economy ,0.0,0.0,Neutral
*TWITTER'S JACK DORSEY INVITED TO HOUSE HEARING SET FOR MONDAY ,0.0,0.0,Neutral
"_russian Won't happen. Remember,   is a weak-willed, cowardly stooge - under instruction from communist bosses.",0.0,0.0,Neutral
 _Jordan   should say he testify when Jim Jordan admits he covered up a sexual molest ,0.8333333333333334,0.5,Positive
Inbox Jim Jordan is now calling for Judiciary to add Twitter CEO   to the Monday House antitrust hearing ,0.0,0.0,Neutral
*TWITTER'S JACK DORSEY INVITED TO HOUSE HEARING SET FOR MONDAY,0.0,0.0,Neutral
*TWITTER'S JACK DORSEY INVITED TO HOUSE HEARING SET FOR MONDAY  $TWTR,0.0,0.0,Neutral
   just cares about advancing a Left Wing global agenda. He doesn care about America or ,0.0,0.0,Neutral
Jordan invites Twitter CEO   to testify at Monday big tech hearing.,0.1,0.0,Neutral
 _Jordan   should call on Jim Jordan to testify about how he ignored all those rape allegations.,0.0,0.0,Neutral
Twitter is   unprofitable side project to his real money making venture - Square. It partly the reaso ,0.30000000000000004,0.2,Positive
 _Jordan calls on   to testify at upcoming BigTech hearing. ,0.0,0.0,Neutral
2 more new followers. 0 credit on my total. Everybody who hates trump and trump garbage should go over to  N ,0.5681818181818182,0.21212121212121213,Positive
  is a pedophile.  Pedophilia PizzaGate ,0.0,0.0,Neutral
_ghastly gonna send   a dick pic to see if that works,0.0,0.0,Neutral
  is an Ass Hole ,0.0,0.0,Neutral
"_Jordan B/c wasn't \,\ the corporate entity run by  who blocked you - he no longer  controls opera ",0.0,0.0,Neutral
" So if I lied to Congress I would go to jail... Why are  , Sundar Pichai not in JAIL! Owned by China like the NBA.",0.0,-0.1125,Negative
  everyone. Get to know one of the four creators of Twatter. ,0.0,0.0,Neutral
   needs to be tried for war crimes @ ICC.  \n\nIf Dems ever had a backbone for the past 30+ years - we'd have it ratified.,0.25,-0.25,Negative
 _17 The Ayatollah is  's uncle,0.0,0.0,Neutral
Twitter launches a drone strike on Q-anon.   will end up it's biggest casualty. - Vox Deplorables ,0.0,0.0,Neutral
"Yet  posted on twitter 5/23/06 \n Making the good pasta, reading through some amazing parts of the satanic ver ",0.75,0.65,Positive
  lied under oath on Capitol Hill.,0.0,0.0,Neutral
  ,0.0,0.0,Neutral
 Nut job!  Always turned sound off when she was on the show.  Oh...   is pathetic.,0.7,-0.3,Negative
"important read from my president, kim kardashian. also i know you love your boy   rn because he's censor ",0.8,0.45,Positive
fucking twitter man   come get you first amendment,0.5666666666666667,-0.175,Negative
"I'm sitting on $2,000 cash in my account.\n\nTaking a good look at\n\n$SQ\n\nAs my next growth opportunity.\n\nI don't lik ",0.30000000000000004,0.35,Positive
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
  is a Pedo. ,0.0,0.0,Neutral
_3C_3 Twitter CEO   The enemy (Iran) of my enemy (America) is my friend.,0.0,0.0,Neutral
   CEO of Twitter dot com,0.0,0.0,Neutral
"Twitter is calling the Star of David, Hateful Imagery! Hey  , see when?",0.0,0.0,Neutral
 __vee   will walk on water to prove He is the Second Coming.,0.0,0.0,Neutral
  May I ask your thoughts on this?\n\n,0.0,0.0,Neutral
_Buckeye_US Not too hard to see which side   is in bed with.  He is not a friend of allowing all to ,0.5416666666666666,-0.2916666666666667,Negative
Twitter Co-Founder   Answers Twitter Questions From Twitter | ...  via ,0.0,0.0,Neutral
  _VAX       and Indykaila...,0.0,0.0,Neutral
This Saudi prince now owns more of Twitter than   does  via ,0.5,0.5,Positive
[] said that given the COVID-19 crisis and  need for regular ongoing cash assistance he felt it ,0.07692307692307693,0.0,Neutral
"Twitter CEO, ,  to fund UniversalBasicIncome experiment in these U.S. cities. \n\nUBI FinancialConcept ",0.0,0.0,Neutral
  reminder that a few months after this video  (founder of Twitter) commissioned her to make ,0.1,-0.2,Negative
 They are all terrible. There are no good ones. But they still work just fine. \n\nI shall preach to you my ,0.7000000000000001,-0.3111111111111111,Negative
 Turns out one of   ancestors owned most of the wall space in the cave and only allowed a se ,0.75,0.25,Positive
"  Why keep this account up? Is  , Orwellian Twitter owner   a member? Involved? ",0.0,0.0,Neutral
 Law of unintended consequences. I not a CUE follower or advocate but shutting them down is ridiculou ,0.2888888888888889,-0.15555555555555559,Negative
  Cash App Brings Bitcoin Logo to NASCAR \n\nREAD MORE  ElonMusk ,0.5,0.5,Positive
_Sather_   _ir  It's because Teigen whined and cried to them nonstop ,0.0,0.0,Neutral
"To coin a phrase,  \Gooood Grief!!! \ Stunned Amazement here!\nI thought my duels w/  ,&amp; * were just ",0.2,-1.0,Negative
  Hollywood Hills Hideaway Sells in Bidding War ,0.0,0.0,Neutral
" , as an Executive Leader, hides behind his ideological preferences. He disregards legitimate competitors ",0.7,-0.4,Negative
"Twitter inception rose during a brainstorming session attended by one key NYU student,  , and others wh ",0.975,0.3,Positive
 And   thinks that's A-OK,0.0,0.0,Neutral
   So that Mark Zuckerberg not   lmao,1.0,-0.3,Negative
 Can someone please tell to   that we badly needed a dislike button also in tweeter,0.6666666666666666,-0.6999999999999998,Negative
   seems like the only social media platform mogul who is willing to support capitalism a ,0.6055555555555555,0.09444444444444444,Positive
"   On July 8th, a letter was sent to Twitter CEO    by Jim Jorda ",0.0,0.0,Neutral
 Cos even   knows we need answers,0.0,0.0,Neutral
   will never remove the peado accounts because that is what they ALL promote! Now he wants to ,0.1,0.2,Positive
    approves ,0.0,0.0,Neutral
"Does   have kids? If so, I'm guessing chrissy Teigen threatened to eat them if he didnt stop the anons fr ",0.0,0.0,Neutral
  sent a teaspoon of his cum to Taylor Swift to protect him from using the bathroom,0.0,0.0,Neutral
"Anti Semitic piece of shit  , the Jew Hater is calling the Jewish Star of David a \hate symbol\. Well, th ",0.4,-0.1,Negative
 's breath smells like Adam Schiff's nufkin. ,0.0,0.0,Neutral
   Of course it is . It to cover up their dirty deeds and   partakes regularly I sure .,0.8444444444444444,-0.04999999999999999,Negative
Today's \I wish...\\n- I proofread my tweets before clicking the Tweet button.\n- Somebody came up with an alternativ ,0.0,0.0,Neutral
 ONLY if it is AGAINST the AGENDA OF TWITTER.  This seems to be inline with whaat   Stands For.\n,1.0,0.0,Neutral
    does actually look a little like the Russian J. Stalin! ,0.19999999999999998,-0.0625,Negative
    Don worry Q will be dropping the hammer on Twitter and  D ,0.0,0.0,Neutral
"Oh, Twitter. Your system is such a great technology. I love it. \nThank you so much  , Noah Glass, ",0.5125000000000001,0.375,Positive
fuck   I miss my old account!!&amp;!!,0.4,-0.12187500000000001,Negative
"Hey,  , how about Twitter let's me choose who I want to follow. It's  signing up all sorts of nice folks ",1.0,0.6,Positive
Twitter launches a drone strike on Q-anon.   will end up it's biggest casualty.  via ,0.0,0.0,Neutral
" \nAlready, without tweeting today, I've had my account \limited\ to retard status, where I can barely funct ",0.55,-0.425,Negative
I can not believe Twitter/  could be this stupid. Are you sure this story is accurate? ,0.8407407407407407,0.03333333333333338,Positive
"  must have been that picked on kid in elementary school. \n\nWhen I grow up, I'll show them..take that you ",0.9,0.3,Positive
  is a _ _ _ _ ,0.0,0.0,Neutral
 This should come to no surprise seeing   actions. Terrorists.,0.0,0.0,Neutral
 I was just giving you a hard time brother lol .... the picture is of the CEO of Twitter  ,0.6208333333333333,0.25416666666666665,Positive
" We SEE and KNOW what is going on inside China, that's why.  Evil regime.  Murderous.  ZERO human r ",0.55,-0.5,Negative
There is only one reason   would be harassing Q supporters and not hunting down the thousands of PEDO ass ,0.6444444444444445,-0.07777777777777779,Negative
 JACK DORSEY IS A SLUG !,0.0,0.0,Neutral
" All hail chief truth interpreter,  .",0.0,0.0,Neutral
1975 cut off was made after checking    year of birth. Otherwise it would have been bit awkward ,1.0,-0.6,Negative
\An idea that can change the course of the company can come from anywhere.\ -  ,0.0,0.0,Neutral
  should be dressed as...\n\nTinkerbell  ,0.0,0.0,Neutral
 I'm just convinced at this point   cares more about Bitcoin and other slacker tasks before ,0.4375,0.1875,Positive
_Vet   prefers pedophiles over patriotic conservatives on his platform.,0.0,0.0,Neutral
  apologises over Twitter hack \n\nREAD MORE  ElonMusk JeffBezos ,0.5,0.5,Positive
  Elon Musk and Tim Cook and   endorse Kanye and he just signed a ten year de ,0.0,0.0,Neutral
_II Huge PR fuckup by the founder of   . Plays right into the hands of ,0.7178571428571429,0.34285714285714286,Positive
_W_Richwine   I think he's referring to   driving us away from Twitter to othe ,0.0,0.0,Neutral
We know what you are are   CEO of twitter,0.0,0.0,Neutral
Back in March\n,0.0,0.0,Neutral
  is a chinese mole.,0.0,0.0,Neutral
  and  are meddling I the 2020 election.\n\ncc   ,0.0,0.0,Neutral
OK so   is joseph Goebbels\nTwitter is banning any refence to Q\nwe still have 25 other letters to use\nwe c ,0.4375,0.1875,Positive
"Everyone posting  you act right by me, I ride for you. Keep thinking like this and get finessed by the peopl ",0.5357142857142857,0.2857142857142857,Positive
OK so   is joseph Goebbels\nwants to stop free speech just like Hitler did with Goebbels\n\nlook it up\nZuckerberg doing the same,0.47500000000000003,0.3,Positive
 First Amendment is a socialists worst enemy. Stop  !,0.6666666666666666,-0.375,Negative
   and Singer take care of this immediately ! I want to hear a response !  Please ?  Who ,0.0,0.0,Neutral
Nothing better than having oligarchs push around our brains like pawns on a a chess board. \n\nDemocracy dies in  ,0.5,0.5,Positive
 How are you on Twitter and you don't know who   is,0.0,0.0,Neutral
 Bearded freak   () goes complete fascist ,0.4,0.1,Positive
"_hammer   Called antisemitsm, now rampant in USA.  o , twatter king,  is Iranian, make sense now?",0.0,0.0,Neutral
Twitter is corrupt!!! Twitter sucks!!!   SUCKS!!! TOTAL CORRUPTION going on. ,0.5875,-0.537109375,Negative
   has the most punchable face,0.5,0.5,Positive
_Andrew  Obviously   is one of the cannibal child rapists that they have been accusing ,0.5,0.0,Neutral
_ET No one sells AR15s like Robert Francis O'Rourke and no one Q-pills people like  .,0.0,0.0,Neutral
  knows BLM is a Communist front group change my mind ,0.0,0.0,Neutral
Donald Trump didn use Discord to win the US election in 2016. He leveraged Twitter. \n\nZuckerberg mostly use his o ,0.45,0.65,Positive
    \do you support free speech  . \\nYOU SHOULDA FIGURED THAT ONE OUT BY NOW! ,0.8,0.5,Positive
  Problem is   has a soft spot for tyranny and the Pedophile agenda why else woul ,0.35,0.1,Positive
  Thanks! Like I wanted the eye.of  upon me... ,0.2,0.25,Positive
Someone who has really stood out this week for the NEB Rays is uncommitted 2021 MIF  . He has been outsta ,0.2,0.2,Positive
 Maybe you should ask   .....,0.0,0.0,Neutral
  Is that why   and the twitternazi employees are always so defensive?,0.0,0.0,Neutral
When   sees a Q tweet get thru ,0.0,0.0,Neutral
" _tuki   Definitely an analog of Joe with their foot soldiers BLM, Anti-fa, and B ",0.5,0.0,Neutral
"  Maybe, but there is a reason why   is heading over there. It's an untapped ",0.0,0.0,Neutral
" Not a stupid Q boomer, but pretty funny that   lied to congress in 2018",1.0,0.3,Positive
"I'm on Parler KainSchwartz88. \nFuck Twitter. Fuck  . This platform is UnAmerican, protects pedophiles and ",0.6,-0.4,Negative
So we have Twitter banning QANON but they allow Antifa and BLM and other crazies to spew hatred and lies and foment ,0.375,-0.125,Negative
        ,0.0,0.0,Neutral
 King   Where are yours Majesty ? Long time don SEA? ,0.4,-0.05,Negative
He 8791 was a real bill to take a vote on these beings living miles under ground huh. Didnt fix news show us the mi ,0.30000000000000004,0.2,Positive
This is Twitter CEO   view on conservatives vs the elite pedophile club that being discovered in th ,0.0,0.0,Neutral
  sent a baggy of his pizza to Unicron to protect him from sex positivity,0.0,0.0,Neutral
 I just looked up the word pedo and   photo popped up.   ,0.0,0.0,Neutral
   Sure that's ok because   is a member.,0.6944444444444444,0.5,Positive
   Every person on the planet understands   and Twitters  mission.    All LIB all the time!,0.0,0.0,Neutral
Offline harm to Deep State and Pedo traffickers in the US.  is declaring who he sides with. You prefer kids J ,0.4,0.0,Neutral
"Their harming the Deep a State.   is signaling his alignment with their values Pro-Pedo, Anti-Democracy ",0.4,0.0,Neutral
"   bad, Pedos GOOD!!! ",0.6333333333333333,0.15000000000000008,Positive
  JACK DORSEY CASHAPP CEO YOUR COMPANY NEEDS TO BE UPDATED AND RETRAINED OBVIOUSLY. CANT EVEN C ,0.5,0.0,Neutral
_or_Fic  Picture of Anti-fa  radical looked just like   . Same mindset different weapon ,0.3625,0.0,Neutral
"     The  held hearings on TwitterCensorship ,allowed Ja ",0.0,0.0,Neutral
"Twitter BANS 7,000 QAnon accounts amid crackdown on far-right group\n\n  and his Twitter minions are a coll ",0.0,0.0,Neutral
Got7 glow different if   buy shares in jype.\n\nJYP_ JYPE_HearOurDemands GOT7  ,0.6,0.0,Neutral
What if   today decides to \nSwitch Off all operations of Twitter.\nWhom  you will miss from this \nVirtual ,0.0,0.0,Neutral
" , you have control of Twitter but Twitter doesn't vote, we do.  We will vote to re-elect our president. ",0.0,0.0,Neutral
To play it all out even   himself played a little game of getting his account hacked .. oh it was a conspiracy not real.,0.4000000000000001,-0.22916666666666666,Negative
"  So now you're protecting pedophiles? Antifa, and BLM pose no threat? They're welcome here tho? Q ",0.9,0.8,Positive
  look like it came from there...,0.0,0.0,Neutral
"  supports pedos, pass it on! twitter",0.0,0.0,Neutral
  Time to wake up.  We are in a war for people's minds.  It is good vs. evil and there is ,0.8,-0.15000000000000002,Negative
"Activist Investor Group Buys Up Twitter Stock, Seeks to Oust CEO    via socialmedia2day",0.0,0.0,Neutral
Make every detail perfect and limit the number of details to perfect.   \n\nthoughtoftheday,1.0,1.0,Positive
Awesome!! Make America America Again! \n\n,1.0,1.0,Positive
" , I am here.  Talk to me.  Why are you betraying America?",0.0,0.0,Neutral
" , talk to me.  Why are you betraying America?",0.0,0.0,Neutral
"Can you hear me  , Twitter CEO???  Hello???   , I am speaking to you.  Why are you betraying America?  Why?",0.0,0.0,Neutral
" , Twitter CEO, why are you betraying America?  You were not restricted/denied your freedoms. However, yo ",0.0,0.0,Neutral
Everyone thank   for helping the Qanons go global very quickly.,0.325,0.21666666666666667,Positive
 Twitter is helping the QANON movement go global faster theb ever.....thanks  ,0.0,0.0,Neutral
War is coming   and u too mark Zuckerberg MARK MY WORDS QAnons QANONWORLDWIDE WWG1GWA Trump2020Landslide,0.0,0.0,Neutral
 he also owns the Washington post. he is no fan of trump. that's a good thing. trump tried to blackmai ,0.6000000000000001,0.7,Positive
  is a soviet agent ,0.0,0.0,Neutral
  She's another blue checker\n\nYou can't reason with people   kisses on a daily,0.05,0.0,Neutral
Twitter CEO   protecting sex traffickers and elite sex trafficking ring.  Trip to Epstein Island!,0.0,0.0,Neutral
  is a cunt ,0.0,0.0,Neutral
"      If men only cared about sex  ,Evan Williams, Noah Glass",1.0,0.0,Neutral
"Not to mention pedophiles and human traffickers, of which   is one.\n ",0.1,0.0,Neutral
    How much of an effect do you think having a FOX News WH communicatio ,0.2,0.2,Positive
"_douthit      , H.W Celebs, DemLib OFFCLS, The Media, All Claimed ",0.0,0.0,Neutral
"JACK DORSEY \Jemele Hill is okay to call Trump supporters racist white supremacists, NFL players can say Hitler wa ",0.25,0.25,Positive
  sent a baggy of his conjunctivitis goop to Iggy Azalea to protect him from being 'dipshit',0.0,0.0,Neutral
   Dodgy porn accounts &amp; terrorist accounts using burners Okay.... Legitimat ,0.5,0.5,Positive
They'd have to ban  . ,0.0,0.0,Neutral
"Mark Zuckerberg  is more than serious , he's buying all apps,   of Twitter  oneday will hand over.  ",0.5833333333333333,0.08333333333333334,Positive
  has overtly violated the First Amendment of the Constitution of The United States of America. He had no ,0.3333333333333333,0.25,Positive
Sen. Josh Hawley Presses Twitter CEO   on Censorship  Revealed by Hackers ,0.0,0.0,Neutral
after kanye's album drops on friday he's going to hop on twitter and be like \sorry guys i was hacked praise jesus ,0.0,0.0,Neutral
"BTC NTWK ELF SNX ALT TOP A controversial crypto ban overturned in India, the new Bank of England governor sla ",0.6348484848484849,0.3954545454545455,Positive
" If you want to see what Twitter allows, go to this page   There's a video on there that is di ",0.0,0.0,Neutral
's people...\nWe're going to get those women!\nWe'll use the power of Twitter to solve what is going on!\n D ,0.0,0.0,Neutral
Do you ever see women like this?\nWomen like this are being kept segregated away from you young stud!\nSome rich guys ,0.575,0.2375,Positive
 's political persecution and censorship will never stifle our patriotic spirit and our support of the gr ,0.1,0.0,Neutral
"\Look, she's not a Qbie, she's okay to say these things, okay?\ --   ",0.5,0.5,Positive
"Why Bill Gates,  Ma, Mark Zuckerberg and   visit Nigeria f...  via ",0.0,0.0,Neutral
Pedo-enabler   condones child rape and pedophilia via Twitter policies while banning those who try to pro ,0.0,0.0,Neutral
" , founder of Twitter and Square, Inc, raised some eyebrows in Silicon Valley when he announced he was mo ",0.0,0.0,Neutral
ThesePeopleAreSick\nQAnons\npedogate2020\nTwitter boss   cooking the good PASTA =  ,0.6000000000000001,0.7,Positive
   lied to Congress .  Censorship and looking at our tweets. All for a Hollywood pedo.  Chr ,0.0,0.0,Neutral
_F_Kennnedy Still have yet to ban me  fuck  ,0.6,-0.4,Negative
  is very sick.  had collectables from Nazi Elsa Koch like Lamp Shades &amp; Children's Shoes from Holocaust,1.0,-0.9285714285714286,Negative
"Hey , recently saw  's (awesome) WIRED video on YouTube. He mentioned claiming abandoned T ",0.625,0.5,Positive
